Cell,SampleTemp,total thick,l1,l2,l3,l4,l5,l6,l7,l8
9,21.381707,3.017,0.190584288,0.833670965,3.096035895,1.206984169,0.638821221,0.620215813,0.759806273,1.12459423
9,21.38039,3.017,0.190620935,0.833720696,3.1019893,1.20696442,0.6388115,0.62028872,0.759762802,1.124595855
9,21.379058,3.017,0.190586094,0.833691052,3.100622655,1.206956725,0.638842626,0.620249223,0.759715527,1.124482882
9,21.377399,3.017,0.190549491,0.833579268,3.082376863,1.207050896,0.638822223,0.62028125,0.75983146,1.124296111
9,21.377625,3.017,0.190493963,0.833575223,3.088935821,1.206991803,0.638841636,0.620280258,0.759662203,1.124452332
9,21.376996,3.017,0.190541532,0.833490949,3.091933288,1.207006192,0.638847162,0.62027032,0.759752358,1.124452847
9,21.377006,3.017,0.190401919,0.833430262,3.100245026,1.207004862,0.638831496,0.620282031,0.759497649,1.124470402
9,21.377588,3.017,0.190376331,0.833314412,3.089668805,1.20705034,0.638844708,0.620267426,0.75919616,1.124346374
9,21.37894,3.017,0.190384574,0.83339447,3.100852286,1.206974801,0.638833392,0.620275775,0.759548981,1.124390402
9,21.378848,3.017,0.190492007,0.833415595,3.09556032,1.207046442,0.638854748,0.620276604,0.759535972,1.12433103
9,21.37917,3.017,0.190664879,0.833588968,3.095674415,1.207093285,0.638874672,0.620312822,0.759746163,1.124218437
10,21.493638,3.017,0.190520877,0.833919341,3.094153868,1.204913903,0.637502424,0.618850629,0.758378586,1.123071095
10,21.483579,3.017,0.190526795,0.833995989,3.094429796,1.204997414,0.637521204,0.618876157,0.758265783,1.123277633
10,21.472922,3.017,0.190483585,0.833813145,3.103791774,1.204910456,0.637497721,0.618829037,0.758367619,1.122927933
10,21.463485,3.017,0.190451787,0.833839331,3.094836221,1.204967171,0.63751621,0.618902837,0.758236375,1.122835924
10,21.454151,3.017,0.190536923,0.833861009,3.091821891,1.205062971,0.637603709,0.61892815,0.758299374,1.122607885
10,21.445387,3.017,0.190424454,0.833790933,3.09234487,1.205154995,0.637581554,0.618983496,0.758289522,1.122535557
10,21.43679,3.017,0.190671724,0.833834736,3.093708944,1.205417206,0.637776932,0.61913007,0.758464207,1.122838101
10,21.428394,3.017,0.190564919,0.833732834,3.097344431,1.205456225,0.637824318,0.619164388,0.758404889,1.122641473
10,21.414282,3.017,0.190510673,0.833531952,3.087047885,1.205491645,0.637772128,0.619080418,0.758332432,1.122343933
10,21.420986,3.017,0.190613571,0.833726661,3.092825621,1.205413891,0.637749207,0.619128464,0.758328062,1.1230012
10,21.406895,3.017,0.190522089,0.833545955,3.089268959,1.205558275,0.637783485,0.619116148,0.75829753,1.122728343
10,21.400862,3.017,0.190576871,0.833508725,3.093014274,1.205556505,0.637832909,0.619150694,0.758513442,1.122753971
10,21.394866,3.017,0.19045274,0.833390294,3.083316524,1.205668874,0.637866575,0.61918226,0.758232235,1.12314625
10,21.391251,3.017,0.1903826,0.833328409,0,1.205733334,0.637843031,0.619211316,0.757900676,1.122152418
10,21.387709,3.017,0.190447991,0.833270065,3.09341311,1.205790123,0.637878874,0.61926652,0.757641421,1.1222025
10,21.384971,3.017,0.190446519,0.833311558,3.091603766,1.205837093,0.63792287,0.619307888,0.757713366,1.122183551
10,21.38368,3.017,0.190470702,0.833178301,3.109734045,1.205892266,0.637954863,0.619281142,0.758147381,1.12213942
10,21.381812,3.017,0.190609268,0.833240635,3.086993132,1.205939617,0.637987888,0.619334015,0.758450317,1.122246075
10,21.379942,3.017,0.190602843,0.833233396,3.097798657,1.205968137,0.6379925,0.619315755,0.758541813,1.122554703
10,21.377387,3.017,0.190726735,0.833246223,3.100235331,1.20601131,0.638034815,0.619345142,0.758846265,1.122207983
10,21.375329,3.017,0.190669741,0.833318167,3.089361585,1.206018233,0.638027364,0.61935841,0.758977218,1.12272318
10,21.374175,3.017,0.190574332,0.833122562,3.095223739,1.206074578,0.638041367,0.61936286,0.75858844,1.122221451
10,21.370924,3.017,0.19079781,0.833350014,3.092583757,1.206114272,0.638054428,0.619436847,0.758882583,1.122625344
10,21.367042,3.017,0.190665203,0.833271366,3.10376477,1.206183277,0.638113235,0.61946404,0.758798023,1.122397266
10,21.36406,3.017,0.190439099,0.833050211,3.098221474,1.206177716,0.638109177,0.619497109,0.758780554,1.122357315
10,21.361429,3.017,0.190692377,0.833242216,3.097163709,1.206221692,0.638136242,0.619519651,0.758867987,1.122486654
10,21.357776,3.017,0.19068413,0.833207878,3.100691789,1.206310614,0.638200656,0.619595599,0.758694701,1.121913977
10,21.352353,3.017,0.190821797,0.833194678,3.090567972,1.206339,0.638223256,0.6195571,0.7587412,1.121625601
10,21.350311,3.017,0.190628741,0.833163551,3.091474017,1.206415751,0.638213463,0.61962184,0.758720143,1.122262722
10,21.347707,3.017,0.190621971,0.833076978,3.097373218,1.206446766,0.638272176,0.619644228,0.758817136,1.122190662
10,21.344894,3.017,0.190753882,0.833187853,3.0935409,1.206419667,0.638245622,0.619672041,0.758603369,1.122260301
10,21.343159,3.017,0.190627763,0.833038671,3.0906751,1.206399058,0.638194689,0.619585988,0.758622858,1.121998796
10,21.339923,3.017,0.190790743,0.833203194,3.09564708,1.206347606,0.638204345,0.619604359,0.75865546,1.122490878
10,21.338485,3.017,0.190553947,0.832943268,3.09225768,1.206371336,0.638163984,0.619573057,0.758623213,1.121963206
10,21.336537,3.017,0.19051368,0.832872266,3.102990119,1.206397889,0.638179222,0.619540545,0.758609489,1.122003669
11,21.620868,3.017,0.190175936,0.833807773,3.09342307,1.204528067,0.637019328,0.618436268,0.757785874,1.122932414
11,21.611429,3.017,0.190150051,0.833737226,3.091474028,1.204583833,0.637091377,0.618412489,0.757768514,1.122459045
11,21.600507,3.017,0.190132632,0.833740099,0,1.204659459,0.637140513,0.618457832,0.757776076,1.122601946
11,21.591384,3.017,0.190224445,0.833812224,3.102323073,1.204767908,0.637192872,0.618538766,0.757826178,1.122394812
11,21.582082,3.017,0.190209431,0.833787381,3.106774118,1.204801547,0.637205363,0.618576147,0.757882014,1.122455228
11,21.572764,3.017,0.190212771,0.833753266,3.086495609,1.2049075,0.637240228,0.618591606,0.757894506,1.122616385
11,21.563589,3.017,0.190219243,0.833753367,3.094332748,1.204967574,0.637272233,0.618629947,0.75794467,1.122267079
11,21.555734,3.017,0.190240905,0.833737869,3.095428623,1.205037038,0.637311625,0.618664739,0.757912904,1.122356791
11,21.548797,3.017,0.190154437,0.833645978,3.098231637,1.205060347,0.637337077,0.618705768,0.757931074,1.122350163
11,21.542086,3.017,0.190277892,0.833757559,0,1.20510148,0.637400983,0.618786983,0.757952764,1.122575244
11,21.534093,3.017,0.190534724,0.8338015,3.09632165,1.205229661,0.637415968,0.618833779,0.757952492,1.12254942
11,21.527489,3.017,0.190227561,0.833616953,3.094527413,1.20519242,0.637447717,0.618790836,0.758040489,1.122308567
11,21.520858,3.017,0.190202786,0.833564603,3.089020679,1.205272491,0.637434759,0.618798966,0.758068845,1.122226398
11,21.514199,3.017,0.190297832,0.83354259,3.09956855,1.205325488,0.637499515,0.618843707,0.758066019,1.12255138
11,21.508983,3.017,0.190180659,0.833481968,3.0853587,1.205384806,0.637491754,0.618862773,0.757897798,1.122236631
11,21.502968,3.017,0.189352716,0.83156099,3.090657879,1.205321641,0.637176446,0.61793432,0.75737368,1.12169121
11,21.49857,3.017,0.190190016,0.833401342,3.09300207,1.20549954,0.637538096,0.618879403,0.75798342,1.122013984
11,21.492767,3.017,0.1902003,0.833331388,3.095763127,1.205507757,0.63756798,0.618904061,0.757960247,1.122191322
11,21.488585,3.017,0.190123905,0.83322851,3.098349673,1.205542918,0.637576854,0.618951981,0.757934744,1.121882247
11,21.48368,3.017,0.190316569,0.833415689,3.092939134,1.205609495,0.637588454,0.618939554,0.758001113,1.122470412
11,21.47893,3.017,0.190223003,0.833302698,3.093011659,1.20562824,0.637586258,0.618986578,0.758029517,1.12192973
11,21.475386,3.017,0.190187585,0.833204901,3.094139776,1.205697032,0.637599397,0.618976644,0.758005969,1.1220814
11,21.472688,3.017,0.190156506,0.833179104,3.096011254,1.205695057,0.637654117,0.619031054,0.757948122,1.122130083
11,21.468767,3.017,0.190179401,0.833175874,3.082382971,1.205739154,0.637649249,0.619015927,0.757998619,1.122127448
11,21.466028,3.017,0.190209446,0.833249357,3.092831125,1.205770561,0.637679578,0.61903165,0.757677451,1.122001471
11,21.463434,3.017,0.190077765,0.832998114,3.085380612,1.205827872,0.637671189,0.618995018,0.757452702,1.12156383
11,21.461598,3.017,0.190130602,0.833139956,3.080137626,1.205810652,0.637669213,0.619079597,0.75736892,1.122060528
11,21.459304,3.017,0.190178605,0.832945369,3.084973182,1.205888134,0.637679126,0.61900559,0.757787327,1.122167193
11,21.458088,3.017,0.190225441,0.83309811,3.090239029,1.205909063,0.637715194,0.619083023,0.758016116,1.122017474
11,21.456448,3.017,0.19042839,0.833127424,3.088565633,1.205927626,0.63770657,0.619104205,0.758199172,1.122049932
11,21.452397,3.017,0.190488476,0.833258641,3.091356932,1.205910959,0.637749563,0.619103314,0.758492994,1.121913004
11,21.450872,3.017,0.190223647,0.833005552,3.084825237,1.205944813,0.637741433,0.619105005,0.758263359,1.122052685
11,21.448153,3.017,0.190232734,0.833008519,3.084876142,1.205962148,0.637741182,0.619126645,0.758336653,1.122086565
11,21.445992,3.017,0.190096484,0.832815657,3.101145823,1.205989463,0.637736084,0.619075578,0.758165052,1.121846588
11,21.442866,3.017,0.190446371,0.833093494,3.099764632,1.205994501,0.637786449,0.619140085,0.758269675,1.122106428
12,21.554538,3.018,0.190729272,0.834674764,3.095749452,1.206035631,0.638578218,0.620015258,0.759908612,1.125659516
12,21.547204,3.018,0.190915443,0.834792624,3.096779489,1.206124729,0.638629926,0.620075869,0.759986395,1.125250915
12,21.539471,3.018,0.19073144,0.834652544,3.099723759,1.20614763,0.638689831,0.620101698,0.759918177,1.12518228
12,21.531814,3.018,0.190724257,0.834636977,3.094293318,1.206187372,0.638739858,0.620144433,0.75997748,1.125443928
12,21.525212,3.018,0.190761316,0.834634682,3.093737442,1.206284975,0.638764284,0.620186196,0.759901442,1.125268941
12,21.518655,3.018,0.190758843,0.834621377,3.100923769,1.206378413,0.638816914,0.620215502,0.759985109,1.125376303
12,21.512486,3.018,0.190787156,0.834611434,3.090585546,1.206389616,0.638827643,0.620277586,0.759781161,1.12527317
12,21.506628,3.018,0.190742184,0.834605175,3.09042512,1.206452175,0.638848314,0.62031692,0.75958259,1.125259611
12,21.501662,3.018,0.190759735,0.834532763,3.094013225,1.206546978,0.638866667,0.620300314,0.759566399,1.125101508
12,21.497877,3.018,0.190817622,0.834612113,3.100980084,1.206600394,0.638898658,0.620349003,0.759644304,1.124970547
12,21.492105,3.018,0.190770758,0.834446196,3.095088619,1.206574531,0.638930485,0.620327628,0.760108882,1.125142102
12,21.487698,3.018,0.190860131,0.834521511,3.093059282,1.206636576,0.639003616,0.620395754,0.760208646,1.125455181
12,21.48323,3.018,0.190959767,0.834576698,3.098460873,1.206665064,0.6389459,0.620396767,0.760296586,1.125450988
12,21.478528,3.018,0.190846759,0.834475558,0,1.20677383,0.639020216,0.620416725,0.760223622,1.124903303
12,21.474147,3.018,0.1908391,0.834388628,3.096448715,1.206710857,0.639019383,0.620435578,0.76019671,1.12524614
12,21.469205,3.018,0.190913917,0.83445319,3.087481707,1.206823722,0.639029133,0.620460075,0.760155329,1.125139962
12,21.465397,3.018,0.19086031,0.834336956,3.098956952,1.206762868,0.639028728,0.620468389,0.760167805,1.125170648
12,21.461489,3.018,0.190748185,0.834344963,3.089583025,1.206848877,0.639062828,0.620489405,0.760006539,1.124940437
12,21.457797,3.018,0.190923928,0.834441992,3.102115797,1.206920929,0.639094456,0.620557579,0.760134937,1.125315761
12,21.454361,3.018,0.190744332,0.834200078,3.106024205,1.206880169,0.639014023,0.620465163,0.760046506,1.124955885
12,21.45144,3.018,0.190846273,0.834203467,3.090870488,1.206947307,0.639103593,0.62052047,0.760108846,1.125127359
12,21.449337,3.018,0.190795758,0.834249947,3.094320961,1.207004138,0.63912695,0.620570558,0.760064648,1.12487466
12,21.446094,3.018,0.190844358,0.834189613,3.092943703,1.207032761,0.639130698,0.620547743,0.760008263,1.1247878
12,21.444273,3.018,0.190840621,0.834235857,3.092651166,1.207036448,0.63914633,0.620619927,0.760098331,1.124939944
12,21.441809,3.018,0.190809812,0.834061732,3.101095115,1.207060687,0.639122096,0.620585521,0.760121008,1.125411553
12,21.439271,3.018,0.190852093,0.834142894,3.08458906,1.207088079,0.639127276,0.620592791,0.760125363,1.124655372
12,21.436348,3.018,0.190785437,0.834224397,3.096519082,1.207089849,0.639141946,0.620595683,0.76018543,1.125177258
12,21.43437,3.018,0.190898582,0.834159249,3.095652858,1.207146987,0.639165532,0.620663481,0.760217933,1.124909499
12,21.43219,3.018,0.190874922,0.834232255,3.097917291,1.207195732,0.639168539,0.620621638,0.760182484,1.12493589
12,21.429335,3.018,0.190934876,0.834184029,3.096184334,1.207177629,0.63923148,0.620648361,0.760218621,1.124798593
12,21.426361,3.018,0.190889878,0.834179474,0,1.20725979,0.63924082,0.620674341,0.76025349,1.124929818
12,21.425024,3.018,0.190831752,0.83412071,3.102085931,1.207168552,0.63920092,0.620642665,0.760179677,1.124867167
12,21.422882,3.018,0.190872168,0.834110297,3.088275218,1.207242231,0.639227568,0.620719576,0.760171067,1.125039242
12,21.420558,3.018,0.190864308,0.834064685,3.094189603,1.207282925,0.639271047,0.62071084,0.760265905,1.12500463
12,21.418912,3.018,0.190879495,0.834120589,3.088587864,1.207267829,0.639278052,0.620727796,0.760279063,1.125174129
13,21.564992,3.018,0.190295939,0.833669854,3.096875268,1.205342502,0.637480328,0.618796087,0.758036071,1.122691746
13,21.552267,3.018,0.190312649,0.833773488,3.101994646,1.205423878,0.63754409,0.618873088,0.758142161,1.122531434
13,21.540217,3.018,0.190325754,0.833819739,3.100586697,1.205480255,0.637575631,0.618914935,0.757955146,1.122503817
13,21.529205,3.018,0.190495066,0.833871896,3.085667414,1.205631595,0.637737163,0.619015188,0.758226098,1.12268138
13,21.519858,3.018,0.190310104,0.833753124,3.100792154,1.205593619,0.637641629,0.618998281,0.758177937,1.12227944
13,21.511957,3.018,0.19035804,0.833783937,3.102923824,1.205699291,0.637720799,0.619026995,0.7581047,1.122385578
13,21.503978,3.018,0.190422804,0.833768543,3.091256521,1.205764491,0.637727394,0.619082972,0.757953712,1.122511738
13,21.496137,3.018,0.190364389,0.833664655,3.095893628,1.205772487,0.637712937,0.61905883,0.758313486,1.122518799
13,21.489272,3.018,0.190503933,0.833841436,3.093395956,1.205841305,0.637800607,0.619140937,0.758339424,1.122356977
13,21.482576,3.018,0.190342988,0.833623878,3.097249248,1.205872897,0.637803576,0.619126003,0.758164411,1.122270234
13,21.476647,3.018,0.190382998,0.833629752,3.092019913,1.205922507,0.637827934,0.619163177,0.758239025,1.12245279
13,21.471131,3.018,0.190377899,0.833565683,3.105662938,1.205978959,0.637822643,0.619177766,0.7582064,1.12241065
13,21.465196,3.018,-2.88E-05,-0.000176378,-0.006877711,-5.97E-05,-0.000111819,-0.000176705,-0.000110339,-2.01E-05
13,21.459013,3.018,0.190392551,0.833618788,3.086189057,1.206065587,0.637857385,0.619222413,0.758336001,1.122422313
13,21.455792,3.018,0.190394024,0.833550518,3.095040825,1.206094188,0.637871208,0.619276555,0.758321675,1.122474034
13,21.450624,3.018,0.190332521,0.833470437,3.09952233,1.206095491,0.637904021,0.619254643,0.758265638,1.122060563
13,21.445437,3.018,0.190582223,0.83365284,3.091388474,1.206164473,0.637955538,0.619240191,0.758289781,1.122324541
13,21.441073,3.018,0.190372526,0.833539089,3.103563513,1.206182083,0.637937654,0.61929235,0.758246918,1.12245369
13,21.437746,3.018,0.190320525,0.8334487,3.089505522,1.206266233,0.637963439,0.619339416,0.758193232,1.122161406
13,21.434192,3.018,0.190349458,0.833429382,3.087632854,1.206267603,0.637965935,0.61937839,0.758233873,1.12267269
13,21.431468,3.018,0.190461671,0.83350337,3.100812558,1.206305767,0.637976915,0.61934595,0.758236706,1.121867879
13,21.428084,3.018,0.190355715,0.833375345,3.085426893,1.206335314,0.638015055,0.61936048,0.758210039,1.122153835
13,21.425972,3.018,0.190377261,0.833273737,3.101276945,1.206337221,0.638008876,0.619370288,0.757935772,1.122013931
13,21.424582,3.018,0.19022355,0.833170973,3.08954678,1.206394409,0.6380137,0.619353793,0.757803542,1.122013527
13,21.423135,3.018,0.190290182,0.833246145,3.110364657,1.206376132,0.638008711,0.619346994,0.75773283,1.121820223
13,21.421878,3.018,0.190195026,0.83318346,3.100209756,1.206442915,0.638019111,0.619335853,0.757965884,1.122101312
13,21.420883,3.018,0.190340088,0.833196914,3.103118844,1.206425861,0.638062223,0.619384738,0.758291754,1.121741764
13,21.419846,3.018,0.190417046,0.833280973,3.097210073,1.206479774,0.638026997,0.619432108,0.758322858,1.121967787
13,21.418546,3.018,0.190449407,0.833280654,3.085876659,1.206443285,0.638071734,0.619384027,0.758449522,1.122222048
13,21.416237,3.018,0.190481919,0.833330814,3.098796147,1.206481088,0.638066484,0.619433122,0.75845334,1.122655209
13,21.414507,3.018,0.190318879,0.83324015,3.09773562,1.206502099,0.638058308,0.619439095,0.758379829,1.121780708
13,21.412341,3.018,0.190389061,0.833253768,3.08846271,1.206524059,0.638101192,0.619473787,0.75837366,1.122080191
13,21.410911,3.018,0.19044838,0.833337401,3.096645649,1.206638687,0.638184916,0.619560867,0.758504398,1.122272598
13,21.408583,3.018,0.190524511,0.833327561,3.091089214,1.206650627,0.638211813,0.619530059,0.758386746,1.122024226
13,21.407037,3.018,0.190364409,0.83312872,3.093047101,1.206595765,0.638134745,0.619489212,0.758333065,1.121961926
14,21.531024,3.0185,0.190187576,0.833482602,3.099172991,1.205974137,0.637868824,0.619169658,0.758503234,1.12286544
14,21.51913,3.0185,0.190287434,0.833570968,3.089258248,1.206017362,0.637898958,0.619216302,0.758631864,1.122844655
14,21.507115,3.0185,0.190285229,0.833659015,0,1.206019112,0.637959552,0.619283422,0.75872397,1.123041227
14,21.497347,3.0185,0.190340961,0.833602527,3.090395792,1.206056528,0.637961571,0.619306714,0.758676712,1.123263936
14,21.489403,3.0185,0.190290496,0.833743269,3.098956548,1.206109538,0.638003245,0.619387627,0.758623746,1.122972366
14,21.480582,3.0185,0.190329382,0.833645861,3.087965097,1.206174607,0.63803695,0.619386485,0.758636915,1.122918183
14,21.474064,3.0185,0.190341452,0.833625405,3.08719505,1.206168149,0.638057788,0.619356614,0.758633251,1.122995394
14,21.467339,3.0185,0.190414339,0.833645042,3.099189046,1.206177998,0.638092808,0.619422078,0.758723617,1.123254602
14,21.462328,3.0185,0.190247368,0.833511768,3.088642119,1.20628346,0.63806752,0.619437571,0.758652526,1.122802011
14,21.457465,3.0185,0.190303002,0.833623356,3.090978561,1.206323758,0.638114203,0.619432143,0.758656971,1.123216775
14,21.45306,3.0185,0.190432706,0.833763661,3.094797747,1.206333548,0.638120565,0.619486017,0.758695694,1.123313254
14,21.447352,3.0185,0.190418686,0.833619857,3.086439588,1.206396283,0.638147508,0.619508704,0.758686516,1.123137499
14,21.443496,3.0185,0.19037099,0.833658582,3.084842924,1.20640232,0.638157898,0.619564771,0.758675359,1.123039878
14,21.439691,3.0185,0.190278914,0.833531374,3.094647669,1.206440107,0.638174347,0.619519909,0.758666865,1.122471593
14,21.436476,3.0185,0.190291681,0.833629918,3.097031099,1.206541793,0.638192876,0.619567259,0.758621559,1.122948366
14,21.432145,3.0185,0.19057621,0.833631462,3.093902747,1.206487264,0.638183555,0.619578497,0.758741526,1.123155897
14,21.427738,3.0185,0.190317433,0.833530752,3.090959323,1.206472976,0.638209848,0.619636625,0.758667094,1.122983812
14,21.424263,3.0185,0.190320976,0.833447783,3.109204974,1.206567691,0.638199648,0.619568091,0.758685234,1.123089103
14,21.421994,3.0185,0.190368744,0.833465556,0,1.206597606,0.638233394,0.619583927,0.758782193,1.123123078
14,21.419156,3.0185,0.190409529,0.83348475,3.092542143,1.206628481,0.638264733,0.619659775,0.758761178,1.122894762
14,21.416056,3.0185,0.190464904,0.833574051,3.091566068,1.206835586,0.638436688,0.61977714,0.758863053,1.123040967
14,21.41271,3.0185,0.190593069,0.83362592,3.106321576,1.206772242,0.638374527,0.619746828,0.758830719,1.123018241
14,21.410996,3.0185,0.190339764,0.833517572,3.097419249,1.206676002,0.63828499,0.619727303,0.758697897,1.122786893
14,21.407741,3.0185,0.190334325,0.833364181,3.101170088,1.206692338,0.638290791,0.619660337,0.758726278,1.123151319
14,21.405287,3.0185,0.190522646,0.833641841,3.09673788,1.206716167,0.638318415,0.619707414,0.758711212,1.122781595
14,21.403297,3.0185,0.190250213,0.833334222,3.093246951,1.206738231,0.638296373,0.619644126,0.758680223,1.1230799
14,21.400983,3.0185,0.190361968,0.833361359,3.087981925,1.20677906,0.638315492,0.619699448,0.758703745,1.12323495
14,21.399543,3.0185,0.190393101,0.833433595,3.096448846,1.206714161,0.638317767,0.619704602,0.758740548,1.12295639
14,21.39738,3.0185,0.190269041,0.833372679,3.089100034,1.20677056,0.638300517,0.619694926,0.758700718,1.122830866
14,21.394995,3.0185,0.190446382,0.833424335,3.092352674,1.206798877,0.638337463,0.619713542,0.758834419,1.123173423
14,21.393539,3.0185,0.190405751,0.833484568,3.097728494,1.206811888,0.638357165,0.61972886,0.758647106,1.123154875
14,21.392231,3.0185,0.190325755,0.833364204,3.106524119,1.206798229,0.638324185,0.619714382,0.758597053,1.122818961
14,21.391291,3.0185,0.190329722,0.833304055,3.093026435,1.206825363,0.638333161,0.619718848,0.758732452,1.12287946
14,21.388972,3.0185,0.190370717,0.833305986,3.092787656,1.206882832,0.63837143,0.619735595,0.758693273,1.122771817
14,21.388086,3.0185,0.190298049,0.83325824,3.10052352,1.206838875,0.638344929,0.619753886,0.758650025,1.122520577
15,21.427419,3.018,0.190364763,0.832426423,3.088826299,1.205952584,0.637216505,0.618467477,0.757061253,1.120690325
15,21.42421,3.018,0.190193993,0.832454854,3.100139782,1.205950813,0.637242555,0.618429735,0.756997472,1.119681591
15,21.419587,3.018,0.190391797,0.832771425,3.085192519,1.205966858,0.637318696,0.618547766,0.756951075,1.12044984
15,21.413803,3.018,0.190303252,0.83249989,3.094530772,1.206057365,0.637342847,0.618545102,0.756990122,1.120134687
15,21.410818,3.018,0.190326642,0.832439963,3.098058873,1.206067928,0.637379096,0.618591582,0.756987888,1.120158948
15,21.406851,3.018,0.190340626,0.832485895,3.107250304,1.206073314,0.637364662,0.618593726,0.757034105,1.120060456
15,21.402499,3.018,0.190331914,0.832738191,3.100882969,1.206085113,0.637401522,0.618586861,0.757145275,1.120216918
15,21.398868,3.018,0.19035616,0.83239047,3.0918947,1.20615518,0.637430871,0.618666614,0.757182079,1.120357161
15,21.394605,3.018,0.190431886,0.832464991,3.092539487,1.206224491,0.637450833,0.618667431,0.757016517,1.120266508
15,21.392873,3.018,0.190258624,0.832630183,3.086393664,1.206233147,0.637454509,0.618635171,0.756771965,1.119987175
15,21.391085,3.018,0.190227689,0.83246415,3.107719683,1.206275897,0.637441373,0.618714606,0.756656575,1.120074395
15,21.39011,3.018,0.190163255,0.831900867,3.097151831,1.206277166,0.637447698,0.618657461,0.756706708,1.11997555
15,21.388417,3.018,0.190291071,0.832164801,3.08692882,1.206329278,0.637475283,0.618735652,0.757066932,1.120193256
15,21.387086,3.018,0.190346843,0.832509313,3.094902166,1.206288622,0.637499351,0.618696999,0.757241381,1.12009643
15,21.385477,3.018,0.19053119,0.832280795,3.103858789,1.206365655,0.637544741,0.6187631,0.757612793,1.120266812
15,21.382712,3.018,0.190456988,0.83265516,3.091981248,1.206395329,0.63753451,0.618782595,0.757502978,1.120327648
15,21.381293,3.018,0.190455153,0.832322291,3.090599854,1.206390841,0.637542511,0.61884624,0.757435498,1.120256444
15,21.378771,3.018,0.190479063,0.832441387,3.084442096,1.20640338,0.63754802,0.618808768,0.75758314,1.12046481
15,21.375318,3.018,0.190501083,0.832696708,3.087410323,1.206399027,0.637583758,0.618812307,0.757507059,1.120116728
15,21.373672,3.018,0.190433821,0.832513222,3.090244014,1.206396963,0.637557265,0.618821438,0.757395484,1.120516195
15,21.370715,3.018,0.190540741,0.832680115,3.092768455,1.206472732,0.637608877,0.618889843,0.757393776,1.120204228
15,21.367945,3.018,0.190426589,0.832637925,3.096234453,1.20642689,0.637570177,0.618854601,0.757317633,1.120159831
15,21.365615,3.018,0.19037048,0.832372879,3.082253855,1.206482874,0.637561729,0.618866569,0.75719937,1.119952194
15,21.364394,3.018,0.190305976,0.832814274,3.096376888,1.206509323,0.637604318,0.61885077,0.757174973,1.12010727
15,21.36304,3.018,0.190440612,0.831998051,3.088801316,1.206517825,0.637610455,0.618873187,0.757214132,1.120215543
15,21.360402,3.018,0.190285935,0.832605628,0,1.206540966,0.637615536,0.618868732,0.757177259,1.119922074
15,21.360125,3.018,0.190427304,0.832450492,3.099102979,1.206518701,0.637592344,0.618836284,0.757256821,1.120282882
15,21.358489,3.018,0.190297166,0.832415706,3.084935824,1.206565542,0.637632695,0.61890917,0.757292317,1.1199975
15,21.358173,3.018,0.190286792,0.831910516,3.112241719,1.206553849,0.637626213,0.618881802,0.757191557,1.119926299
15,21.357321,3.018,0.190235995,0.832217738,3.090146307,1.206588824,0.637615868,0.618910406,0.757167783,1.119623534
15,21.356869,3.018,0.190384079,0.832306543,3.097382074,1.206590222,0.637607497,0.618894864,0.757117222,1.120258654
15,21.356913,3.018,0.190222845,0.831723986,3.094339394,1.206629002,0.637604677,0.618851177,0.757131973,1.12023362
15,21.357741,3.018,0.190327741,0.832195959,3.090228044,1.206610209,0.63764232,0.618903039,0.757271677,1.12007228
15,21.3573,3.018,0.19029202,0.831984693,3.092692777,1.20659641,0.637621059,0.618895563,0.757162456,1.120515909
15,21.358638,3.018,0.190268468,0.832317021,3.086784649,1.206618635,0.637666371,0.618874019,0.756811849,1.119869485
16,21.502937,2.998,0.192838048,0.847877882,3.148149316,1.226883663,0.647311324,0.628136456,0.768868455,1.137876131
16,21.495579,2.998,0.192794703,0.847915803,3.137508956,1.226918461,0.647367271,0.628160231,0.768835145,1.137475524
16,21.488175,2.998,0.192881254,0.847968389,3.145769268,1.226965039,0.647390339,0.628203993,0.76890595,1.137547034
16,21.481557,2.998,0.19304208,0.848169121,3.143380251,1.226981348,0.647431678,0.62827191,0.768893968,1.13790634
16,21.475043,2.998,0.19293569,0.847933844,3.153248037,1.227005361,0.647475281,0.628253428,0.768884436,1.137613047
16,21.468412,2.998,0.19297141,0.847972062,3.141737843,1.227081405,0.64748209,0.628308796,0.768896962,1.137885161
16,21.462687,2.998,0.192975815,0.848043308,3.146712926,1.227126303,0.647518241,0.628360932,0.768973418,1.13783024
16,21.456722,2.998,0.192972568,0.848040433,3.143901158,1.227125587,0.647555093,0.628392212,0.768856731,1.137695269
16,21.447631,2.998,0.192973866,0.847973902,3.135110366,1.227233484,0.647591843,0.628393895,0.768906703,1.137497162
16,21.452836,2.998,0.192903665,0.848041368,3.142042604,1.22721265,0.647552522,0.628409017,0.768843234,1.137508272
16,21.444543,2.998,0.192788214,0.847826509,3.162834214,1.227324723,0.64756521,0.628424387,0.768809331,1.137241079
16,21.440348,2.998,0.192883248,0.847805557,3.142485599,1.227278761,0.647601057,0.628408215,0.768682206,1.137984012
16,21.437481,2.998,0.193092346,0.847938243,0,1.227388938,0.64761786,0.62846582,0.768718435,1.137753057
16,21.434865,2.998,0.192968513,0.847879405,3.138955774,1.227397919,0.647648761,0.628483226,0.769003278,1.137431399
16,21.431137,2.998,0.193179099,0.847980427,3.148737156,1.227415127,0.647652666,0.628487668,0.769042467,1.137293439
