Cell,SampleTemp,total thick,l1,l2,l3,l4,l5,l6,l7,l8
6,21.332693,3.0165,0.190477604,0.832629768,3.091775939,1.206306409,0.637388502,0.6186263,0.757338788,1.119708732
6,21.329555,3.0165,0.19057841,0.832648988,3.092770643,1.206403898,0.637416507,0.618623385,0.757283015,1.119232123
6,21.325346,3.0165,0.190488119,0.832561872,3.087892206,1.206413507,0.637426673,0.618651004,0.757272481,1.118964423
6,21.322154,3.0165,0.190443486,0.832481082,3.089798786,1.206454634,0.63743261,0.618720357,0.75721198,1.119664561
6,21.319477,3.0165,0.190500857,0.832501997,3.083759923,1.206406017,0.637467945,0.618683498,0.757193614,1.120117598
6,21.315816,3.0165,0.190561232,0.832604984,3.080700971,1.206499054,0.637475816,0.618713981,0.757190761,1.119659501
6,21.312861,3.0165,0.190452061,0.832500922,3.097024256,1.206475384,0.637475024,0.618699779,0.757149048,1.120122687
6,21.310374,3.0165,0.190458228,0.832401445,3.101678755,1.206519653,0.637463723,0.618739972,0.757146279,1.119948
6,21.308946,3.0165,0.190404044,0.832365114,3.095777448,1.206500578,0.637500622,0.618746946,0.757040935,1.119868939
6,21.307075,3.0165,0.190461836,0.832351646,3.090023137,1.206554524,0.637507414,0.618753902,0.757114065,1.119482647
6,21.305639,3.0165,0.19041616,0.832479593,3.095798548,1.206578498,0.63751598,0.618785245,0.757118672,1.119517464
6,21.304174,3.0165,0.190445933,0.832360647,3.08710402,1.206606914,0.637529651,0.618788484,0.757104867,1.119878378
6,21.303024,3.0165,0.190449369,0.832315765,3.095535968,1.206624073,0.637532049,0.618763946,0.757242323,1.120029464
6,21.302527,3.0165,0.190525004,0.832437879,3.085729959,1.206640438,0.637545369,0.618802892,0.757316173,1.119262443
6,21.302482,3.0165,0.190354535,0.832325321,3.086384614,1.206660591,0.637553565,0.618809424,0.757043823,1.119591906
6,21.301762,3.0165,0.190352713,0.832114704,0,1.206624927,0.637548429,0.618759171,0.757046241,1.119560364
6,21.301462,3.0165,0.190447148,0.832277247,3.091081545,1.206679497,0.63753363,0.61878393,0.757073781,1.119901416
6,21.301209,3.0165,0.190407153,0.8322361,3.085248709,1.206601008,0.637601047,0.618809623,0.757164352,1.119455089
6,21.301797,3.0165,0.190501332,0.832337402,3.098896173,1.206724255,0.637554239,0.618826876,0.757182951,1.118662464
6,21.300302,3.0165,0.190536631,0.832325661,3.099611415,1.206665983,0.637594796,0.618783496,0.757274279,1.119765757
6,21.299827,3.0165,0.19051529,0.83232029,3.093103318,1.206640208,0.637567878,0.618845403,0.757188412,1.119726877
6,21.298671,3.0165,0.190502792,0.832371045,3.094988172,1.206681529,0.637586525,0.618821731,0.757173549,1.119332443
6,21.29859,3.0165,0.19052422,0.832415356,3.09510142,1.206737811,0.637576149,0.618859949,0.757216278,1.118777407
6,21.29685,3.0165,0.190468997,0.8322805,3.088525265,1.206744876,0.637573236,0.61880509,0.757172815,1.11935528
6,21.297795,3.0165,0.190356812,0.832244389,3.094807883,1.206721881,0.637609836,0.618864805,0.75707645,1.119393338
7,21.547085,3.017,0.190509574,0.834168528,3.094985938,1.205461805,0.637691939,0.619031122,0.758559661,1.123236058
7,21.537033,3.017,0.190481986,0.834097071,3.089313438,1.20551591,0.63777028,0.619066088,0.758592152,1.122152514
7,21.526226,3.017,0.190583798,0.834154772,3.09604957,1.205634265,0.637829873,0.619163838,0.758616684,1.124128119
7,21.515895,3.017,0.190603312,0.834169237,3.098276824,1.205708524,0.637887117,0.619255659,0.75866191,1.12380739
7,21.506503,3.017,0.190651421,0.834031245,3.112734755,1.205800745,0.637926712,0.619221802,0.758749455,1.123426111
7,21.49675,3.017,0.190642908,0.834084851,3.09596362,1.205897021,0.637978045,0.619309668,0.758708292,1.122989466
7,21.488747,3.017,0.190716609,0.834072326,3.097088444,1.20599112,0.638014372,0.619335582,0.758704865,1.123213359
7,21.480436,3.017,0.190697495,0.834046637,3.093223847,1.206020552,0.638050068,0.619390697,0.758834199,1.123580384
7,21.472317,3.017,0.190670597,0.834016317,3.102330591,1.206071882,0.638067103,0.619427152,0.758724326,1.124120631
7,21.466215,3.017,0.190722195,0.834019912,3.094768004,1.206105578,0.638097915,0.619450904,0.758796795,1.123553747
7,21.458576,3.017,0.190832482,0.833994783,3.106072046,1.2061795,0.638132585,0.61949482,0.758734151,1.122624323
7,21.451422,3.017,0.190786027,0.834059444,3.088943917,1.206247295,0.638149712,0.619516866,0.758804214,1.124960308
7,21.444834,3.017,0.190769132,0.833913476,3.092708503,1.20630703,0.63822543,0.619537379,0.758717489,1.121886085
7,21.439538,3.017,0.191180735,0.834277461,3.096585324,1.206728841,0.638648559,0.620003459,0.759201542,1.122846628
7,21.433661,3.017,0.190785646,0.833874124,3.090134121,1.206426279,0.638255017,0.619595248,0.758721987,1.123282733
7,21.430041,3.017,0.190805749,0.833960983,3.098041351,1.206426936,0.638279587,0.619605574,0.758768234,1.123523759
7,21.426187,3.017,0.190670234,0.833758564,3.093919379,1.206485422,0.638268186,0.619595955,0.758801772,1.123642143
7,21.42253,3.017,0.190795997,0.833799348,3.093834561,1.206500781,0.63830929,0.619679531,0.758788763,1.122388474
7,21.419461,3.017,0.190734894,0.833768316,3.090183968,1.206585122,0.638276437,0.619703729,0.758743828,1.122650525
7,21.416212,3.017,0.190726749,0.83373233,3.097912595,1.206599424,0.638318779,0.619661176,0.758641088,1.123252614
7,21.412895,3.017,0.190623243,0.83356962,3.098677852,1.20668655,0.63836488,0.619690058,0.758848164,1.122501327
7,21.409956,3.017,0.190759097,0.833664779,3.092988947,1.20668691,0.638357616,0.619697804,0.758769099,1.124961955
7,21.405923,3.017,0.190718761,0.833628748,3.090050357,1.206686074,0.638382807,0.619737855,0.758937979,1.12309854
7,21.402457,3.017,0.190716794,0.833522084,3.095274687,1.206746304,0.638392358,0.619739178,0.758823346,1.122082534
7,21.398183,3.017,0.190721057,0.833596916,3.09909633,1.206755325,0.638398324,0.619729551,0.758775512,1.121902988
7,21.395127,3.017,0.190758943,0.833588336,3.090498373,1.206819389,0.638401931,0.619835545,0.758901541,1.123315298
7,21.391789,3.017,0.1907639,0.833646345,3.092383673,1.206874508,0.638427525,0.619801065,0.758871381,1.123672716
7,21.389086,3.017,0.190680503,0.833486352,0,1.206900251,0.638437482,0.619796348,0.758831029,1.123155244
7,21.386868,3.017,0.190681441,0.833506675,3.093122107,1.206910191,0.638486088,0.619819781,0.758900043,1.123137071
7,21.383151,3.017,0.19067783,0.833358201,3.087288239,1.206923486,0.638477006,0.619793851,0.758865904,1.121817321
7,21.381199,3.017,0.190767338,0.833498433,3.088334386,1.206940686,0.638492386,0.61982306,0.758958237,1.123341447
7,21.377487,3.017,0.190711255,0.833293923,3.104871024,1.206983321,0.638510159,0.619834748,0.758891535,1.1216561
7,21.374475,3.017,0.190816223,0.833510815,3.094099938,1.206968783,0.638506993,0.61984346,0.759024522,1.121773956
7,21.371099,3.017,0.190875503,0.833518917,3.093799633,1.207019632,0.638495307,0.619873916,0.759034478,1.123218454
7,21.368357,3.017,0.190807878,0.833490195,3.09502024,1.207070889,0.638574771,0.619922232,0.759102991,1.123365279
8,21.582017,3.017,0.1903418,0.83399013,3.093754373,1.204716179,0.637350222,0.618706961,0.758193806,1.123684784
8,21.57344,3.017,0.19035891,0.833924369,3.094282981,1.204801516,0.637393595,0.618757006,0.758313561,1.123415075
8,21.563842,3.017,0.190327348,0.833919625,3.101985824,1.204808249,0.637447533,0.618821069,0.75835707,1.123141879
8,21.554898,3.017,0.190460568,0.834041981,3.095878688,1.204948113,0.637500284,0.618853884,0.758493149,1.123182919
8,21.546052,3.017,0.190449801,0.833958552,3.095985062,1.204993165,0.637534714,0.618916129,0.758449702,1.12324994
8,21.538753,3.017,0.19038878,0.833940221,3.095483527,1.20506286,0.63757799,0.618968107,0.758372212,1.123137599
8,21.531961,3.017,0.190371896,0.833897003,3.096567789,1.20513855,0.637597404,0.61896752,0.75843902,1.123161559
8,21.523761,3.017,0.190307557,0.833751689,3.106275885,1.205198286,0.637628211,0.618997892,0.758438581,1.122859415
8,21.517722,3.017,0.190320734,0.833702728,3.091155441,1.20528985,0.63769178,0.619076025,0.758435127,1.1228135
8,21.510534,3.017,0.190385119,0.833748517,3.100549551,1.205349677,0.637712296,0.619044171,0.758452856,1.123230784
8,21.505284,3.017,0.190419104,0.833670491,3.094797347,1.20537614,0.637728611,0.619118393,0.758376741,1.12289957
8,21.498271,3.017,0.190251719,0.833612902,3.09517936,1.205457494,0.637741472,0.619104682,0.758336288,1.123173696
8,21.493457,3.017,0.190311117,0.83361417,0,1.20552342,0.637780443,0.619122551,0.758397426,1.123086201
8,21.486913,3.017,0.19052659,0.833650356,3.091722105,1.20555666,0.637808253,0.619140301,0.7585852,1.123275058
8,21.481812,3.017,0.190408911,0.833535059,3.098579534,1.205599578,0.637820012,0.619213814,0.758489609,1.123068048
8,21.478074,3.017,0.190443996,0.83354208,3.093651544,1.205618086,0.637842892,0.619194262,0.758551583,1.122998555
8,21.472045,3.017,0.190569507,0.83366652,3.097972608,1.205640782,0.637857748,0.619254563,0.758466055,1.123010892
8,21.467948,3.017,0.190441718,0.833508737,3.109031498,1.205707216,0.637882997,0.619288606,0.758501494,1.122801723
8,21.463783,3.017,0.190481849,0.833505774,3.094994953,1.205752148,0.637892152,0.619264825,0.758545578,1.122834273
8,21.459866,3.017,0.190428148,0.833448998,3.091396305,1.205794064,0.637920412,0.619276326,0.758508103,1.122881521
8,21.457451,3.017,0.190413852,0.833412358,3.082930454,1.205813249,0.637921313,0.61930301,0.758506902,1.122763803
8,21.452291,3.017,0.190498418,0.833503791,3.100319997,1.20590603,0.637944762,0.619306037,0.758530205,1.122930812
8,21.448716,3.017,0.190409516,0.833343614,3.100372028,1.205879528,0.637958862,0.619299985,0.758569369,1.122894012
8,21.445695,3.017,0.190428244,0.833361346,3.087906319,1.205887728,0.637979628,0.619341152,0.758586308,1.122710893
8,21.441169,3.017,0.190488633,0.833480902,0,1.205921413,0.637965812,0.619396786,0.758517706,1.122885217
8,21.437139,3.017,0.190419259,0.833342053,3.097889201,1.205963838,0.637993342,0.619363782,0.758649235,1.122854162
8,21.434754,3.017,0.190439139,0.833357046,3.083458235,1.206043714,0.638029835,0.619396885,0.758583472,1.122824461
8,21.431773,3.017,0.190470715,0.833408186,3.094568845,1.206070409,0.638038884,0.61940193,0.758549258,1.122814096
8,21.429458,3.017,0.190472523,0.833351145,3.084813519,1.20606001,0.638043909,0.619435982,0.758563059,1.122817688
8,21.426629,3.017,0.190463157,0.833231169,3.095262614,1.206056624,0.638061318,0.619447345,0.758622063,1.122789906
8,21.4242,3.017,0.190499294,0.833252075,3.09100137,1.206095859,0.638053157,0.619450676,0.758577799,1.122709001
8,21.422729,3.017,0.190344712,0.833217517,3.093939018,1.206125263,0.638048292,0.619443032,0.758588719,1.122479306
8,21.420609,3.017,0.190384011,0.83310891,3.09236251,1.206130897,0.638095764,0.619435459,0.758587684,1.12253334
8,21.418669,3.017,0.190495658,0.833185719,3.104981861,1.206165124,0.638118716,0.619492231,0.758553869,1.122649303
8,21.417517,3.017,0.190441323,0.833219609,3.100297385,1.206185808,0.63810963,0.619461277,0.758509195,1.122793534
9,21.472842,3.017,0.190622001,0.834046301,3.100834233,1.206098555,0.638323021,0.619762339,0.759444927,1.125069
9,21.466581,3.017,0.190517825,0.834009735,3.094604691,1.20618784,0.638414765,0.619752019,0.759521251,1.124767477
9,21.459065,3.017,0.190574523,0.834146942,3.093205552,1.206178813,0.638429097,0.619862864,0.759615443,1.124517606
9,21.452538,3.017,0.190598015,0.834091081,3.087875312,1.206256145,0.638453345,0.619855384,0.759536484,1.124715961
9,21.446552,3.017,0.19055905,0.834104886,3.095748211,1.206316968,0.638490581,0.619848883,0.759518528,1.124698134
9,21.440423,3.017,0.190607155,0.834039722,3.103142402,1.206324729,0.63851689,0.619960582,0.75956108,1.124849075
9,21.434759,3.017,0.190567899,0.834071555,3.100305254,1.20643745,0.638528183,0.619962993,0.759629642,1.124758217
9,21.430115,3.017,0.190448737,0.834018338,3.099793931,1.206348938,0.638572728,0.619987747,0.759474407,1.124638034
9,21.426312,3.017,0.190410768,0.833869346,3.094088738,1.20646919,0.638577436,0.620011003,0.758936437,1.124630955
9,21.423096,3.017,0.19053157,0.833825482,3.086656324,1.206526336,0.638628671,0.62002828,0.759208492,1.124212863
9,21.420531,3.017,0.190444363,0.833768972,3.090682558,1.206504469,0.638608355,0.619985792,0.759418851,1.124398949
9,21.417596,3.017,0.190555645,0.833787916,3.097420087,1.206596449,0.638658007,0.620097073,0.759518993,1.124419426
9,21.415327,3.017,0.190671708,0.833883449,3.091557294,1.206620451,0.63867663,0.620090205,0.759681268,1.124475548
9,21.411421,3.017,0.190779568,0.833959299,3.090809784,1.206632716,0.638707462,0.620139457,0.760047853,1.124732195
9,21.407875,3.017,0.190692628,0.833927062,3.09462315,1.206720312,0.638682762,0.620122105,0.759986004,1.124637797
9,21.404489,3.017,0.19067232,0.833888968,3.095477307,1.206717272,0.638731797,0.620159081,0.760037815,1.124785986
9,21.400528,3.017,0.19072878,0.833907435,3.097227165,1.206800989,0.638740199,0.620161755,0.760091093,1.124618834
9,21.397973,3.017,0.190592502,0.833831991,3.092259288,1.206765444,0.638707011,0.620207342,0.759852537,1.124731505
9,21.395074,3.017,0.190666816,0.833840585,3.096003066,1.206825485,0.638763816,0.62017259,0.759974518,1.124527217
9,21.391792,3.017,0.190654838,0.833878458,3.102069343,1.206817608,0.638753092,0.620237414,0.759915578,1.124374869
9,21.388711,3.017,0.190623435,0.833797707,3.086967414,1.206828429,0.638780766,0.62022784,0.759828679,1.124584674
9,21.386949,3.017,0.190575106,0.833787262,3.088693949,1.206901272,0.63878312,0.620233654,0.759806956,1.124622425
9,21.385613,3.017,0.190636143,0.833769244,3.094840598,1.206910721,0.638803955,0.620254126,0.759849777,1.124232956
9,21.383547,3.017,0.190568451,0.833609501,3.08297776,1.207003377,0.63880687,0.620251471,0.759862839,1.12467684
