l1,l2,l3,l4,l5,l6,l7,l8,SampleTemp,Date,Prototype,Optics,CellType,Cell,Drug,Conc,Test,Folder,NPoints
0.190918702,0.834119539,3.097777212,1.206685107,0.63827166,0.619545232,0.759197918,1.12331496,21.445808,180227-0959 Saline Elite-1-3 5,Helium,,Elite-1,3,Saline,9,5,,0
0.191020916,0.834176578,3.092175491,1.206756799,0.638316578,0.619640299,0.759380512,1.123284729,21.438673,180227-1000 Saline Elite-1-3 6,Helium,,Elite-1,3,Saline,9,6,,0
0.190891837,0.834081676,3.095213115,1.206814746,0.638312428,0.619617045,0.75924296,1.123175299,21.432292,180227-1000 Saline Elite-1-3 7,Helium,,Elite-1,3,Saline,9,7,,0
0.19100722,0.834169899,3.092748638,1.206902286,0.638382258,0.619659249,0.759218854,1.12329598,21.426593,180227-1001 Saline Elite-1-3 8,Helium,,Elite-1,3,Saline,9,8,,0
0.19099061,0.834150131,3.093651835,1.206950427,0.638390151,0.619713349,0.759157577,1.123421121,21.420199,180227-1002 Saline Elite-1-3 9,Helium,,Elite-1,3,Saline,9,9,,0
0.190947838,0.834020808,3.095349168,1.206931925,0.638405031,0.619758296,0.759139755,1.123028122,21.415176,180227-1003 Saline Elite-1-3 10,Helium,,Elite-1,3,Saline,9,10,,0
0.190894642,0.83392026,0,1.20698401,0.638411951,0.619759216,0.759037608,1.123416084,21.409824,180227-1004 Saline Elite-1-3 11,Helium,,Elite-1,3,Saline,9,11,,0
0.190912757,0.834043622,0,1.207054229,0.638446274,0.619760331,0.758928792,1.123128571,21.406698,180227-1004 Saline Elite-1-3 12,Helium,,Elite-1,3,Saline,9,12,,0
0.190894568,0.833892764,3.097338441,1.207052024,0.638478118,0.619771455,0.758989015,1.123035384,21.403284,180227-1005 Saline Elite-1-3 13,Helium,,Elite-1,3,Saline,9,13,,0
0.19091386,0.833872215,3.089609752,1.207099095,0.638458586,0.619788975,0.758963813,1.123164444,21.400262,180227-1006 Saline Elite-1-3 14,Helium,,Elite-1,3,Saline,9,14,,0
0.190946399,0.833880145,3.095784713,1.207091755,0.638487252,0.619786534,0.758916868,1.123075371,21.396573,180227-1007 Saline Elite-1-3 15,Helium,,Elite-1,3,Saline,9,15,,0
0.190957308,0.833892098,3.090666797,1.207165767,0.638515065,0.619863539,0.759044392,1.123209908,21.395069,180227-1008 Saline Elite-1-3 16,Helium,,Elite-1,3,Saline,9,16,,0
0.190882155,0.833773159,3.091565742,1.207218072,0.638528097,0.619797629,0.759075402,1.123148376,21.392098,180227-1008 Saline Elite-1-3 17,Helium,,Elite-1,3,Saline,9,17,,0
0.191005932,0.834009947,3.093471874,1.207216669,0.638573393,0.619860683,0.759051211,1.123260567,21.390416,180227-1009 Saline Elite-1-3 18,Helium,,Elite-1,3,Saline,9,18,,0
0.191007268,0.833958769,3.091007786,1.207244096,0.638539224,0.619883635,0.759040555,1.123130842,21.38941,180227-1010 Saline Elite-1-3 19,Helium,,Elite-1,3,Saline,9,19,,0
0.191023386,0.833879907,3.092931373,1.207256082,0.638581971,0.619877801,0.759057025,1.123567989,21.387089,180227-1011 Saline Elite-1-3 20,Helium,,Elite-1,3,Saline,9,20,,0
0.190923338,0.833776157,3.093748784,1.207278115,0.638582169,0.619904284,0.759108754,1.123153529,21.385563,180227-1011 Saline Elite-1-3 21,Helium,,Elite-1,3,Saline,9,21,,0
0.191014658,0.833863726,3.103133685,1.207309925,0.638580942,0.619906596,0.75903889,1.123288857,21.38385,180227-1012 Saline Elite-1-3 22,Helium,,Elite-1,3,Saline,9,22,,0
0.190992659,0.833808798,3.107601716,1.20728883,0.638603611,0.619944187,0.759077777,1.123040551,21.381666,180227-1013 Saline Elite-1-3 23,Helium,,Elite-1,3,Saline,9,23,,0
0.191026328,0.833851937,3.082302057,1.207373935,0.638599053,0.61994817,0.759144752,1.123199081,21.380319,180227-1014 Saline Elite-1-3 24,Helium,,Elite-1,3,Saline,9,24,,0
0.190968232,0.833775898,3.085633702,1.207376952,0.638605196,0.619934192,0.759120663,1.122931384,21.379358,180227-1015 Saline Elite-1-3 25,Helium,,Elite-1,3,Saline,9,25,,0
0.190955182,0.833784727,3.094542373,1.207405284,0.638635768,0.619960047,0.75915188,1.123312534,21.378345,180227-1015 Saline Elite-1-3 26,Helium,,Elite-1,3,Saline,9,26,,0
0.191000725,0.833779194,3.096453707,1.207438892,0.638613456,0.619941685,0.759083539,1.123000835,21.376721,180227-1016 Saline Elite-1-3 27,Helium,,Elite-1,3,Saline,9,27,,0
0.191004894,0.833870402,3.085078495,1.207437268,0.63865009,0.620000926,0.759124285,1.123428,21.375921,180227-1017 Saline Elite-1-3 28,Helium,,Elite-1,3,Saline,9,28,,0
0.191100244,0.833881405,3.088156829,1.207534413,0.638729829,0.620060573,0.759226574,1.123424195,21.374078,180227-1018 Saline Elite-1-3 29,Helium,,Elite-1,3,Saline,9,29,,0
0.190935553,0.833300016,3.094631304,1.207578387,0.638629905,0.619965625,0.759177719,1.123350762,21.359948,180227-1026 Saline Elite-1-3 30,Helium,,Elite-1,3,Saline,9,30,,0
0.190870242,0.833440888,3.098905607,1.207537023,0.638675152,0.619929461,0.759105101,1.122783257,21.359382,180227-1027 Saline Elite-1-3 31,Helium,,Elite-1,3,Saline,9,31,,0
0.191031861,0.83360819,3.094516796,1.207526164,0.638678921,0.619962223,0.759132043,1.123011676,21.358011,180227-1027 Saline Elite-1-3 32,Helium,,Elite-1,3,Saline,9,32,,0
0.190926529,0.833435635,3.102008007,1.207531566,0.638662249,0.61991053,0.759004495,1.122853835,21.356216,180227-1028 Saline Elite-1-3 33,Helium,,Elite-1,3,Saline,9,33,,0
0.190952377,0.833547384,3.092515446,1.20754731,0.63866575,0.619966543,0.759073243,1.122837412,21.355395,180227-1029 Saline Elite-1-3 34,Helium,,Elite-1,3,Saline,9,34,,0
0.191095544,0.83365463,3.086615553,1.207584641,0.638675118,0.619974057,0.758914151,1.12305098,21.35448,180227-1030 Saline Elite-1-3 35,Helium,,Elite-1,3,Saline,9,35,,0
0.191913178,0.834642935,3.100089354,1.206928511,0.638626829,0.619939087,0.759233242,1.123981817,21.474935,180227-1059 Saline Elite-1-4 1,Helium,,Elite-1,4,Saline,9,1,,0
0.191683918,0.834508385,3.106746468,1.206988537,0.638705188,0.620014747,0.759312413,1.123470396,21.468971,180227-1100 Saline Elite-1-4 2,Helium,,Elite-1,4,Saline,9,2,,0
0.191713556,0.834537613,3.099208625,1.207072295,0.638754374,0.620106294,0.759317041,1.123245476,21.462322,180227-1101 Saline Elite-1-4 3,Helium,,Elite-1,4,Saline,9,3,,0
0.191831363,0.834590862,3.101767059,1.207095743,0.638723295,0.61999286,0.759305207,1.123469358,21.455846,180227-1102 Saline Elite-1-4 4,Helium,,Elite-1,4,Saline,9,4,,0
0.191844891,0.834578689,3.102497406,1.207172617,0.63880235,0.620147931,0.759373486,1.123705419,21.448972,180227-1103 Saline Elite-1-4 5,Helium,,Elite-1,4,Saline,9,5,,0
0.192004211,0.834693472,3.095177664,1.207221427,0.638829613,0.620157862,0.759533131,1.123722409,21.442058,180227-1103 Saline Elite-1-4 6,Helium,,Elite-1,4,Saline,9,6,,0
0.191626246,0.834338405,3.090286251,1.207259156,0.638854886,0.620208924,0.759353481,1.123800265,21.436899,180227-1104 Saline Elite-1-4 7,Helium,,Elite-1,4,Saline,9,7,,0
0.191923668,0.834614336,3.099466186,1.207313419,0.638855666,0.620204257,0.759447225,1.123047037,21.431886,180227-1105 Saline Elite-1-4 8,Helium,,Elite-1,4,Saline,9,8,,0
0.192057788,0.834833641,3.102235015,1.207453424,0.638999004,0.620341727,0.759492076,1.12361332,21.426574,180227-1106 Saline Elite-1-4 9,Helium,,Elite-1,4,Saline,9,9,,0
